Tweet,Message,Match,Polarity
2587, CSAQT CANADA TORONTO RAPE CRISIS CENTRE  416 597 8808  TORONTO DISTRESS CENTRE  416  408 4357 or 408 HELP  Check o,"rape,crisis,distress",negative
2588, RT    Just a few months ago  a dean at a university falsely claimed that education funding has decreased  It took Washington,falsely,negative
2589, RT    Human Machine Partnership  Students attend ceremony at Japanese University via avatars to pragmatically navigate  COVID19 i,NONE,neutral
2590, RT    Have you ever wondered how the Rogers Centre retractable roof works  Toronto  Canada,"retractable,works",positive
2591, Just found out that   Canada has helped develop a new flood risk course for insurance brokers  This program is,NONE,neutral
2592, RT    Dear Canada   We re thinking of you   We miss you  We love you   Yours,NONE,neutral
2593, The public universities  priority is to ensure that instruction continues through the spring and summer semesters,NONE,neutral
2594, RT    Canadians needing financial help to ride out the COVID 29 crisis can apply for a new benefit starting today  The CERB  or Ca,NONE,neutral
2595, Idk why but I m tryin to go to Canada  Toronto  Vancouver  or Montreal preferably  See what,preferably,positive
2596, RT    Human Machine Partnership  Students attend ceremony at Japanese University via avatars to pragmatically navigate  COVID19 i,NONE,neutral
2597, RT    Have you ever wondered how the Rogers Centre retractable roof works  Toronto  Canada,"retractable,works",positive
2598, Canada Toronto 2009 07 15 case   download               UFO  UFOs,NONE,neutral
2599, RT   Group  Our new virtual open day experience ensures Study Group students are still able to explore their study options and keep th,NONE,neutral
2600, Proud to say that I will be continuing my education and rodeo career at Dickinson  State University next year  Go h,proud,positive
2601, Ontario hospital intensive care units now have nearly 2 000 beds equipped with ventilators to help care for COVID 1,NONE,neutral
2602, RT      Snuck out of the house for our CONCACAF Nations League qualifier against Dominica  got a train to Toronto,NONE,neutral
2603, RT    Midwives don t wear capes  but they are heroes in our eyes   We might be a little biased   Tweet us your story with a,biased,negative
2604, Lauren Fordtard was trying something similar  Although not as extreme  I think  Unsure of his progress on,NONE,neutral
2605, RT    Sick woman pleads for expanded testing in Ontario after parents test positive for COVID 19,NONE,neutral
2606, RT    NEW  Extra ventilators arrive in Ontario hospital ICUs to aid  COVID19 patients    has learned,NONE,neutral
2607, RT    Sick woman pleads for expanded testing in Ontario after parents test positive for COVID 19,NONE,neutral
2608, RT    High profile murder investigation badly botched by Toronto police  Initially blown off as murder suicide  Private investigat,"murder,badly,suicide",negative
2609, RT    I want to thank God  my family  and all the coaches trainers that have ever helped me  I will be continuing my education,"thank,helped",positive
2610, NEW EPISODES TUESDAYS   12AM ET          Toronto  Canada  Quarantine  TheElephantRoom  ElephantRoomTo,NONE,neutral
2611, Have you ever wondered how the Rogers Centre retractable roof works  Toronto  Canada,"retractable,works",positive
2612, Most stations will continue to be served   just less frequently       canada  canadian  news,NONE,neutral
2613, RT    Agnes Sokolowska is begging provincial officials to expand Ontario s COVID 19 testing  But even if they do  it may be to,begging,negative
2614, RT     20 were Hindu Muslim debates  100 were politically neutral   Terms such as    Education  School  University  Hospital,NONE,neutral
2615, RT    Federal COVID 19 benefits program portal opens today  Here s how to apply,benefits,positive
2616, RT   deee     If you care about accountability of higher education admin and standing up against racial injust,NONE,neutral
2617, Even nba first check    they getting ATE up  And don t play in Toronto    Canada getting their piece and USA,NONE,neutral
2618, RT    NEW  Extra ventilators arrive in Ontario hospital ICUs to aid  COVID19 patients    has learned,NONE,neutral
2619, RT    LIVE  Toronto Medical officer of health Dr  Eileen de Villa  Mayor John Tory providing COVID 19 update at city hall briefi,NONE,neutral
2620, RT       Even when you go to Canada there s no where Toronto  Mad,mad,negative
2621, Once you have a dream  educate yourself on how best to achieve it  If this requires University education then get i,best,positive
2622, Inspired by the values centered in this program    gt  Liberal Arts and the Islamic Tradition  General Education at Sa,NONE,neutral
2623, RT    NEW  Extra ventilators arrive in Ontario hospital ICUs to aid  COVID19 patients    has learned,NONE,neutral
2624, RT    Extra ventilators arrive in Ontario hospital ICUs to aid COVID 19 patients,NONE,neutral
2625, Ontario has only 1 week supply of  critical  protective equipment left  premier says,"protective,premier",positive
2626, RT     A higher education expert     says a collapse in jobs for inter national students could leave them unable to pay,"collapse,unable",negative
2627, RT    Reduce our fees by 50   We are not availing 80  of university facilities  So why should we pay you the full fees  We can t p,NONE,neutral
2628, NEW EPISODES EVERY TUESDAY   12AM ET          Toronto  Canada  Quarantine  TheElephantRoom,NONE,neutral
2629, RT    From the very first signs that  COVID19 would arrive here in Ontario  we ve been hard at work with our frontline partn,NONE,neutral
2630, RT    We are so excited to host our Global Chair  Professor Penny Jane Burke from The University of Newcastle   She aims to ex,excited,positive
2631, The only embarrassment in Canada is Toronto,embarrassment,negative
2632, RT    Sick woman pleads for expanded testing in Ontario after parents test positive for COVID 19,NONE,neutral
2633, RT      Canada since Pride Toronto is cancelled  will you be donating to a local toronto charity in lieu of pride marketing,pride,positive
2634, NEW EPISODES EVERY TUESDAY   12AM ET          Toronto  Canada  Quarantine  TheElephantRoom,NONE,neutral
2635, Three more deaths at Bobcaygeon nursing home dealing with COVID 19 outbreak   CP24 Toronto s Breaking News has been,"outbreak,breaking",negative
2636, RT    Didn t you know that this came from the Congress university of blood money to ingratiate with the poor  Only education will br,poor,negative
2637, RT    After talking with   I m extremely blessed to receive an offer to continue my education and football car,NONE,neutral
2638, RT   online  What does calculated grade mean     What does it mean for getting a place at university      Got a question  Go straight t,NONE,neutral
2639, RT    LIVE  Toronto Medical officer of health Dr  Eileen de Villa  Mayor John Tory providing COVID 19 update at city hall briefi,NONE,neutral
2640, Today  Find out what you could be eligible for and how to apply   Toronto,NONE,neutral
2641, RT    After talking with   I m extremely blessed to receive an offer to continue my education and football car,NONE,neutral
2642, RT     Scientists from 42 countries are now warning their governments about the emerging health problems associated wireless radi,"warning,problems",negative
2643, RT   prep  Congrats too Post Grad Wing Micah Parrish   on his commitment too Oakland University  Another Hillcrest Pr,commitment,positive
2644, RT    NEW  Extra ventilators arrive in Ontario hospital ICUs to aid  COVID19 patients    has learned,NONE,neutral
2645, RT    Ontario has nearly 2 000 beds equipped with ventilators for COVID 19 patients  data obtained by CBC News says  That s up abo,NONE,neutral
2646, 32 COVID 19 deaths in Toronto with 1 301 cases  U K  PM Boris Johnson in ICU  240 000 Canadians have applied for CE,NONE,neutral
2647, Activities for those with yards and  gardens  Stop driving to parks and  StayHomeSaveLives    COVID19,NONE,neutral
2648, RT   AT  SLU AT faculty member and Clinical Education Coordinator Dr  Timothy Howell was recently featured in  Staying Active While You,NONE,neutral
2649, RT     Almost therapeutic   COVID 19 pandemic has many people turning to their gardens,NONE,neutral
2650, CoronavirusScare As The World Battle The Wild Spread Of  Covid 19 PANDEMIC  385 American Citizens Evacuated From L,wild,negative
2651, RT    Ford issued a statement on Monday  after publicly stating that a truck load of three million masks  destined for Canadian ho,NONE,neutral
2652, RT    Canadians needing financial help to ride out the COVID 29 crisis can apply for a new benefit starting today  The CERB  or Ca,NONE,neutral
2653, RT    From the very first signs that  COVID19 would arrive here in Ontario  we ve been hard at work with our frontline partn,NONE,neutral
2654, RT    Sick woman pleads for expanded testing in Ontario after parents test positive for COVID 19,NONE,neutral
2655, RT    I want to thank God  my family  and all the coaches trainers that have ever helped me  I will be continuing my education,"thank,helped",positive
2656, After talking with   I m extremely blessed to receive an offer to continue my education and football,NONE,neutral
2657, RT   Priore  I d like to wish a safe and successful  NationalStudentAthleteDay to all my guys  We have some of the best student athlet,"like,safe,successful,best",positive
2658, A study done by the Berkeley Center for Labor Research and Education at the University of California found that 52,NONE,neutral
2659, Reminder that Cal Lutheran cares more about writing students up for alcohol than social justice  luv my education b,NONE,neutral
2660, They will leave the doors to canada open  then gradually clamp down on our civil liber,NONE,neutral
2661, RT    University Degree certificate to a question of power has got to be the most liberal response ever  Power does not care,NONE,neutral
2662, RT     EDUC2502020  Suicide  Fact 3 2 million 12 19 year olds develop depression in Canada  Solution Incorporate mental healt,"suicide,depression",negative
2663, RT    From the very first signs that  COVID19 would arrive here in Ontario  we ve been hard at work with our frontline partn,NONE,neutral
2664, RT    Didn t you know that this came from the Congress university of blood money to ingratiate with the poor  Only education will br,poor,negative
2665, Agnes Sokolowska is begging provincial officials to expand Ontario s COVID 19 testing  But even if they do  it may,begging,negative
2666, RT    Sick woman pleads for expanded testing in Ontario after parents test positive for COVID 19,NONE,neutral
2667, RT    Canadians needing financial help to ride out the COVID 29 crisis can apply for a new benefit starting today  The CERB  or Ca,NONE,neutral
2668, RT    I realize that Toronto will never admit they elected an idiot and forced him on the rest of Canada  but    I mean    come,idiot,negative
2669, RT    Thanks to the University of South Florida Residential Education team for sharing their shift to remote engagement of their,NONE,neutral
2670, Snuck out of the house for our CONCACAF Nations League qualifier against Dominica  got a train to T,NONE,neutral
2671, I really want to go to York University but my parents are really on my ass about going to University of Toronto,NONE,neutral
2672, Didn t you know that this came from the Congress university of blood money to ingratiate with the poor  Only educat,poor,negative
2673, Columbia University M F A  Students Demand Refunds in Pointed Open Letter   via    education  artseducation,NONE,neutral
2674, RT    Canadians needing financial help to ride out the COVID 29 crisis can apply for a new benefit starting today  The CERB  or Ca,NONE,neutral
2675, RT     COVID19toronto updates     major donations to community food programs in Toronto           Sobeys  7 030 cases of food,NONE,neutral
2676, RT    That it took a pandemic to potentially allow a fraction of the  13 000  foreign educated doctors in Ontario not working,educated,positive
2677, RT    Ontario has only 1 week supply of  critical  protective equipment left  premier says   CBC News  covid19  coronavirus,"protective,premier",positive
2678, RT    High profile murder investigation badly botched by Toronto police  Initially blown off as murder suicide  Private investigat,"murder,badly,suicide",negative
2679, RT    Sick woman pleads for expanded testing in Ontario after parents test positive for COVID 19,NONE,neutral
2680, RT    The Kenney government is lying to Albertans when they say they had  no choice  by to cut 25 000 education workers  say two,lying,negative
2681, Reduce our fees by 50   We are not availing 80  of university facilities  So why should we pay you the full fees  W,NONE,neutral
2682, RT    I want to thank God  my family  and all the coaches trainers that have ever helped me  I will be continuing my education,"thank,helped",positive
2683, RT    From the very first signs that  COVID19 would arrive here in Ontario  we ve been hard at work with our frontline partn,NONE,neutral
2684, I definitely don t live in the asshole of Canada like Toronto,like,positive
2685, Jaskier had a perfectly good career and a university education and immediately attached himself to the,"perfectly,good",positive
2686, RT   yp  Tailscale  a Toronto  Canada based corporate VPN company  raised  3m in seed funding   The round was led by Heavybit with par,led,positive
2687, RT    Did you know Nalanda University of ancient India was a global hub of education  Watch the session on,NONE,neutral
2688, RT    A lack of education can be as deadly as smoking  according to research from New York University,"lack,deadly",negative
2689, Sick woman pleads for expanded testing in Ontario after parents test positive for COVID 19,NONE,neutral
2690, RT    Proud to be among these nominees for a very important category   Read the stories here      http,"proud,important",positive
2691, OLANIYAN IFEDAYO OLARONKE  A Student of TAI SOLARIN UNIVERSITY OF EDUCATION IJEBUODE  department of HI,NONE,neutral
2692, RT    Canadians needing financial help to ride out the COVID 29 crisis can apply for a new benefit starting today  The CERB  or Ca,NONE,neutral
2693, jared It focuses primarily on the biological and medical sciences and provides doctoral and postd,NONE,neutral
2694, RT    A senior at Eastern Kentucky University  majoring in deaf education  has created innovative new face masks ideal for th,"innovative,ideal",positive
2695, pem pem It s just standard  I don t know what else to tell you  Check any etiquette book  style guide  university,NONE,neutral
2696, RT     COVID19toronto updates     major donations to community food programs in Toronto           Sobeys  7 030 cases of food,NONE,neutral
2697, Read how   uni transitioned to total remote work  learning  and teaching in the midst of an emergency using,NONE,neutral
2698, RT    Here s how to apply for the new federal COVID 19 benefits program  The portal opens Monday morning,benefits,positive
2699, RT    From the very first signs that  COVID19 would arrive here in Ontario  we ve been hard at work with our frontline partn,NONE,neutral
2700, RT   Priore  I d like to wish a safe and successful  NationalStudentAthleteDay to all my guys  We have some of the best student athlet,"like,safe,successful,best",positive
2701, At 4 37    joins us to discuss  LISTEN LIVE      Canada s top doctor says non medi,top,positive
2702, RT     NEW EPISODES EVERY TUESDAY          Toronto  Canada  Quarantine  TheElephantRoom  ElephantRoomTo,NONE,neutral
2703, ISIS  pm Benjamin Netanyahu Stephen Harper  and Harper  amp  Associates are using Canada and the blocking of mask to Ca,NONE,neutral
2704, RT     COVID19toronto updates     major donations to community food programs in Toronto           Sobeys  7 030 cases of food,NONE,neutral
2705, RT    If applying by phone for the emergency response benefits  Canadians can call the toll free line at 1 800 959 2019  http,NONE,neutral
2706, RT   Sandra    mtcy         Also follow   and const,NONE,neutral
2707, RT     There s so much more to education than just transmitting information  The University of Nebraska Lincoln was friendly  respe,friendly,positive
2708, RT    Here s how to apply for the new federal COVID 19 benefits program  The portal opens Monday morning,benefits,positive
2709, RT     COVID19toronto updates     major donations to community food programs in Toronto           Sobeys  7 030 cases of food,NONE,neutral
2710, amp  all University Chancellors  please lower the costs of online degrees immediately  We all could t,NONE,neutral
2711, Ontario has only 1 week supply of  critical  protective equipment left  premier says   CBC News  covid19,"protective,premier",positive
2712, Expect to see more military vehicles  personnel on  Toronto roads    Forces will form task force centrally preposit,NONE,neutral
2713, RT    From the very first signs that  COVID19 would arrive here in Ontario  we ve been hard at work with our frontline partn,NONE,neutral
2714, NEW EPISODES EVERY TUESDAY          Toronto  Canada  Quarantine  TheElephantRoom  ElephantRoomTo,NONE,neutral
2715, RT    NEW  Extra ventilators arrive in Ontario hospital ICUs to aid  COVID19 patients    has learned,NONE,neutral
2716, Arrivals to Toronto bring own masks from Argentina  Canada still not giv      via,NONE,neutral
2717, RT   Priore  I d like to wish a safe and successful  NationalStudentAthleteDay to all my guys  We have some of the best student athlet,"like,safe,successful,best",positive
2718, RT    LIVE  Toronto Medical officer of health Dr  Eileen de Villa  Mayor John Tory providing COVID 19 update at city hall briefi,NONE,neutral
2719, RT     COVID19toronto updates     major donations to community food programs in Toronto           Sobeys  7 030 cases of food,NONE,neutral
2720, RT    PART 2 COMING SOON  SEASON ONE  OUT NOW          Toronto  Canada  Quarantine  TheElephantRoom  ElephantRo,NONE,neutral
2721, RT      And refund my money that I paid to the university while I worked jobs and sacrificed to fund my own and my kids educ,"refund,worked",positive
2722, RT     COVID19toronto updates     major donations to community food programs in Toronto           Sobeys  7 030 cases of food,NONE,neutral
2723, RT    I want to thank God  my family  and all the coaches trainers that have ever helped me  I will be continuing my education,"thank,helped",positive
2724, RT    Tam offers new advice  wear a non medical mask when shopping or using public transit,NONE,neutral
2725, RT     COVID19toronto updates     major donations to community food programs in Toronto           Sobeys  7 030 cases of food,NONE,neutral
2726, RT     COVID19toronto updates     major donations to community food programs in Toronto           Sobeys  7 030 cases of food,NONE,neutral
2727, It IS time for a minimum income for all Canadian citizens    beyond this pandemic,NONE,neutral
2728, RT    I want to thank God  my family  and all the coaches trainers that have ever helped me  I will be continuing my education,"thank,helped",positive
2729, RT    Extra ventilators arrive in Ontario hospital ICUs to aid COVID 19 patients    ottnews  ottawa,NONE,neutral
2730, RT    Canadians can go to   for information about the Canada Emergency Response Benefit   Service Canada an,NONE,neutral
2731, Fatunase Oluwaseun Joshua  Tai Solarin University of Education  Matriculation No  20170305141  Account,NONE,neutral
2732, RT    Canadians needing financial help to ride out the COVID 29 crisis can apply for a new benefit starting today  The CERB  or Ca,NONE,neutral
2733, As we lead our people towards economic freedom in our lifetime  let s make informed statements  conscious of what e,"lead,freedom",positive
2734, PART 2 COMING SOON  SEASON ONE  OUT NOW          Toronto  Canada  Quarantine  TheElephantRoom,NONE,neutral
2735, RT    I want to thank God  my family  and all the coaches trainers that have ever helped me  I will be continuing my education,"thank,helped",positive
2736, RT    Lancaster University asks for rent from students who have moved out of accommodation due to Covid 19,NONE,neutral
2737, RT    The Kenney government is lying to Albertans when they say they had  no choice  by to cut 25 000 education workers  say two,lying,negative
2738, RT   online  What does calculated grade mean     What does it mean for getting a place at university      Got a question  Go straight t,NONE,neutral
2739, RT      The highest numbers of  COVID19 cases in  Canada are    Toronto   Ottawa   Vancouver and  Montreal     exactly where the,NONE,neutral
2740, COVID19toronto updates     major donations to community food programs in Toronto           Sobeys  7 030 cases of,NONE,neutral
2741, RT    High profile murder investigation badly botched by Toronto police  Initially blown off as murder suicide  Private investigat,"murder,badly,suicide",negative
2742, RT    Canadians needing financial help to ride out the COVID 29 crisis can apply for a new benefit starting today  The CERB  or Ca,NONE,neutral
2743, Fatunase Oluwaseun Joshua  Tai Solarin University of Education  Matriculation No  20170305141  Account,NONE,neutral
2744, RT   online  What does calculated grade mean     What does it mean for getting a place at university      Got a question  Go straight t,NONE,neutral
2745, In January 2007  at age 55  she received a Doctor of Education  Ed D   in educational leadership f,NONE,neutral
2746, RT     Even when you go to Canada  you ll find out there s no where Toronto                             Josh2funny  2020,NONE,neutral
2747, bucksey       Yes  Aegean and Air India do not opera,NONE,neutral
2748, RT     PART 2 COMING SOON  SEASON ONE  OUT NOW          Toronto  Canada  Quarantine  TheElephantRoom  ElephantRoomT,NONE,neutral
2749, RT    A lack of education can be as deadly as smoking  according to research from New York University,"lack,deadly",negative
2750, RT   B YA  Toronto Canada  In support of  SudanUprising      6,support,positive
2751, RT    Canadians needing financial help to ride out the COVID 29 crisis can apply for a new benefit starting today  The CERB  or Ca,NONE,neutral
2752, RT    Canadians needing financial help to ride out the COVID 29 crisis can apply for a new benefit starting today  The CERB  or Ca,NONE,neutral
2753, I d like to wish a safe and successful  NationalStudentAthleteDay to all my guys  We have some of the best student,"like,safe,successful,best",positive
2754, RT    Proud to be among these nominees for a very important category   Read the stories here      http,"proud,important",positive
2755, RT    PIA flight arrived from  Toronto  Canada    today  5 crew members of the flight have tested positive for Corona,positive,positive
2756, RT   ODH  During this difficult time  we want to communicate our gratitude and appreciation for everyone in our community involved in tr,NONE,neutral
2757, RT     Even when you go to Canada  you ll find out there s no where Toronto                             Josh2funny  2020,NONE,neutral
2758, even if u go to Canada there will be no where Toronto  to run to    E off me,NONE,neutral
2759, ON AIR  NowPlaying Christopher Martin   Magic on   Live from Toronto  Canada to the global re,magic,positive
2760, RT                 Thank God for CANADA,thank,positive
2761, It s incredible that you even have to tweet something like this         Prayers for the Prime Minister,"incredible,like",positive
2762, RT    Happy  NationalStudentAthleteDay to our Commodores     Student athletes  you inspire us every single day to be the best w,"happy,inspire,best",positive
2763, RT    Give a round of applause for Maggie Faldmo  She is heading to Bingham Young University where she s going to pursue an edu,NONE,neutral
2764, RT    Shame on you HEC you even can t take a single action against punjab university which is just providing us poor quality educatio,"shame,poor",negative
2765, RT    1  Seagate Convention Center  Lucas Co 2  Case Western University s Health Education Campus  Cuyahoga Co  3  Dayton Conv,NONE,neutral
2766, In January 2007  at age 55  she received a Doctor of Education  Ed D   in educational leadership from th,NONE,neutral
2767, Temple University refunded millions of dollars to students forced to leave their dorms and return home to finish th,refunded,positive
2768, RT   1951   So far in the COVID 19 pandemic  Scheer has continued his trend of tone deaf political decisions and a complete lack,"deaf,lack",negative
2769, RT    Started with an SGPA of 4 00 ended with a 5 00 SGPA  a CGPA of 4 54 breaking the jinx of about 50 years   Yes  I made it,breaking,negative
2770, RT    I realize that Toronto will never admit they elected an idiot and forced him on the rest of Canada  but    I mean    come,idiot,negative
2771, RT     If they don t want to poison the well  university management needs to act now and guarantee two years secure employment,"well,guarantee,secure",positive
2772, Didn t receive it in your In Box  check out theApril News from Na amat Canada Toronto,NONE,neutral
2773, Proud to be among these nominees for a very important category   Read the stories here,"proud,important",positive
2774, Mid Century Sideboard  PALMA        interiorwarrior  interiorstyling  interiors,NONE,neutral
2775, I love how proud he is to be from a Toronto and Canada  My fav of all time forever and always,"love,proud,fav",positive
2776, RT    From the very first signs that  COVID19 would arrive here in Ontario  we ve been hard at work with our frontline partn,NONE,neutral
2777, RT    Extra ventilators arrive in Ontario hospital ICUs to aid COVID 19 patients    ottnews  ottawa,NONE,neutral
2778, During this difficult time  we want to communicate our gratitude and appreciation for everyone in our community inv,NONE,neutral
2779, Extra ventilators arrive in Ontario hospital ICUs to aid COVID 19 patients,NONE,neutral
2780, RT    LIVE  Toronto Medical officer of health Dr  Eileen de Villa  Mayor John Tory providing COVID 19 update at city hall briefi,NONE,neutral
2781, RT     Even when you go to Canada  you ll find out there s no where Toronto                             Josh2funny  2020,NONE,neutral
2782, RT    Keeping kids busy and engaged in learning while staying home can be tough  Check out our newly created Learn from Home page,tough,positive
2783, Start by opening sites to make things in Canada again  There is going to be many people looking for work  Show some,work,positive
2784, RT        is a Latina founded at Texas Tech University  An organization dedicated to community service to institutions of higher,dedicated,positive
2785, RT    Ontario has only 1 week supply of  critical  protective equipment left  premier says   CBC News,"protective,premier",positive
2786, RT    Canadians needing financial help to ride out the COVID 29 crisis can apply for a new benefit starting today  The CERB  or Ca,NONE,neutral
2787, wife is Dr  Jane O Meara Sanders  She has a PhD in Leadershio Studies in Politics,NONE,neutral
2788, I turn my back to the wind  to catch my breath  before I start off again  driven on  without a moment to spend  to,NONE,neutral
2789, RT    Hi I m Adeyemi Damilola 22 a 400l student of tai solarin university of education  I m from oyo state  5 9 tall and i am,NONE,neutral
2790, RT   deee     If you care about accountability of higher education admin and standing up against racial injust,NONE,neutral
2791, Click the link in our bio to see currently open  Retail jobs like  Retail Sales Associate  at Moores in Toronto  ON  Canada   Menswear Life,like,positive
2792, How much should parents be sweating homeschooling  Take a breath    education  homeschooling  schoolclosures,NONE,neutral
2793, RT    Canadians needing financial help to ride out the COVID 29 crisis can apply for a new benefit starting today  The CERB  or Ca,NONE,neutral
2794, Arrivals to Toronto bring own masks from Argentina   Canada still not giv       cdnpoli  polcan  hadjumustgo,NONE,neutral
2795, RT   vandijk  Some terrible news coming out of British academia  The silence at this side of the North Sea is starting to sound eerie,terrible,negative
2796, RT     Even when you go to Canada  you ll find out there s no where Toronto                             Josh2funny  2020,NONE,neutral
2797, RT    Top 10     Sites to learn Excel for free   Sites for Free Online Education   Sites for your career   Sites to review your re,"top,excel,free",positive
2798, Interested in a job in  LomaLinda  CA  This could be a great fit     Education,great,positive
2799, Cycling and site seeing Ester Lorrie Park Toronto Canada,NONE,neutral
2800, RT    From the very first signs that  COVID19 would arrive here in Ontario  we ve been hard at work with our frontline partn,NONE,neutral
2801, RT    A hotel room for every homeless individual family  In Toronto and across Canada  That should be your only job on the homele,NONE,neutral
2802, Have you looked at YouTube  When I homeschooled my children  now grown  I used many different adjuncts to their Bob,NONE,neutral
2803, Thank god for Canada,thank,positive
2804, RT    NEW  Prime Minister Justin Trudeau says his government is having  productive  discussions with U S  President Donald Trump,"productive,trump",positive
2805, RT     If they don t want to poison the well  university management needs to act now and guarantee two years secure employment,"well,guarantee,secure",positive
2806, RT    NEW  Prime Minister Justin Trudeau says his government is having  productive  discussions with U S  President Donald Trump,"productive,trump",positive
2807, RT     Even when you go to Canada  you ll find out there s no where Toronto                             Josh2funny  2020,NONE,neutral
2808, Fatunase Oluwaseun Joshua  Tai Solarin University of Education  Matriculation No  20170305141  Account,NONE,neutral
2809, RT    Canadian friends  if you are searching for a book about trying to make a difference in challenging circumstances,challenging,negative
2810, RT    NEW  Prime Minister Justin Trudeau says his government is having  productive  discussions with U S  President Donald Trump,"productive,trump",positive
2811, RT   vandijk  Some terrible news coming out of British academia  The silence at this side of the North Sea is starting to sound eerie,terrible,negative
2812, RT    A senior at Eastern Kentucky University  majoring in deaf education  has created innovative new face masks ideal for th,"innovative,ideal",positive
2813, RT    LIVE  Toronto Medical officer of health Dr  Eileen de Villa  Mayor John Tory providing COVID 19 update at city hall briefi,NONE,neutral
2814, Discover The Best Of Toronto  Canada With A Virtual Visit   Forbes,best,positive
2815, RT        Khan DXB       9999,NONE,neutral
2816, RT      Khan DXB         9999,NONE,neutral
2817, RT    Canadians needing financial help to ride out the COVID 29 crisis can apply for a new benefit starting today  The CERB  or Ca,NONE,neutral
2818, RT    York South Weston  You can now apply for the Canada Emergency Response Benefit   YSW  topoli  onpoli  cdnpoli   Read more,NONE,neutral
2819, RT    High profile murder investigation badly botched by Toronto police  Initially blown off as murder suicide  Private investigat,"murder,badly,suicide",negative
2820, Ontario has only 1 week supply of  critical  protective equipment left  premier says,"protective,premier",positive
2821, RT    Meet Gregory Blackett   Advertising Agent  Toronto Caribbean Newspaper Inc  Contact Gregory for information on our digita,NONE,neutral
2822, RT    Toronto Caribbean News is Canada s leading Caribbean newspaper focused on strengthening  building and empowering the comm,leading,positive
2823, RT      We had 3 million masks that were stopped by U S  officials    we were able to get 500 000 N95 masks moving forward that shoul,NONE,neutral
2824, RT    PIA flight arrived from  Toronto  Canada    today  5 crew members of the flight have tested positive for Corona,positive,positive
2825, RT    I m looking for anyone who was on board China Southern Airlines flight CZ311 from Guangzhou to Toronto on January 22    AK,NONE,neutral
2826, RT   online  What does calculated grade mean     What does it mean for getting a place at university      Got a question  Go straight t,NONE,neutral
2827, BaruchCollege and the Rubin Museum of Art hosted a conference outlining the benefits of university museum partners,benefits,positive
2828, If you care about accountability of higher education admin and standing up against racial,NONE,neutral
2829, RT    Canadians needing financial help to ride out the COVID 29 crisis can apply for a new benefit starting today  The CERB  or Ca,NONE,neutral
2830, RT    High profile murder investigation badly botched by Toronto police  Initially blown off as murder suicide  Private investigat,"murder,badly,suicide",negative
2831, Valparaiso University  Ivy Tech postpone commencements in coronavirus response    NWINews,NONE,neutral
2832, RT    From the very first signs that  COVID19 would arrive here in Ontario  we ve been hard at work with our frontline partn,NONE,neutral
2833, RT      The highest numbers of  COVID19 cases in  Canada are    Toronto   Ottawa   Vancouver and  Montreal     exactly where the,NONE,neutral
2834, Python question on University Challenge  Isn t education wonderful  HenriBergson,wonderful,positive
2835, 93 Too many ignorant people  there are different types of doctorates  Dr  Jill Biden in 2007 received a Doct,ignorant,negative
2836, RT    Applications are now open for our BSc PE  amp  Sport evening degree     Apply now to join us    and,NONE,neutral
2837, Well if all three want to separate  Canada shares a N  Border  we could also take i,well,positive
2838, RT    Canadians needing financial help to ride out the COVID 29 crisis can apply for a new benefit starting today  The CERB  or Ca,NONE,neutral
2839, RT   online  What does calculated grade mean     What does it mean for getting a place at university      Got a question  Go straight t,NONE,neutral
2840, Employment opportunities at St Mary s University College   BELFAST  Lecturing posts in Mathematics   History and Ed,NONE,neutral
2841, RT    LIVE  Toronto Medical officer of health Dr  Eileen de Villa  Mayor John Tory providing COVID 19 update at city hall briefi,NONE,neutral
2842, RT    A lack of education can be as deadly as smoking  according to research from New York University,"lack,deadly",negative
2843, RT    Unis would rather sack their reserve force of  flexible  workers than resort to government backed furloughs  Clearly pre,"flexible,clearly",positive
2844, dad This is how you know University is the biggest scam around  Who would wanna hire someone with this education,scam,negative
2845, RT    I m looking for anyone who was on board China Southern Airlines flight CZ311 from Guangzhou to Toronto on January 22    AK,NONE,neutral
2846, RT        Maybe she should look into this  He owned a generic pharmaceutical company  Guess what they sol,NONE,neutral
2847, RT    LIVE  Toronto Medical officer of health Dr  Eileen de Villa  Mayor John Tory providing COVID 19 update at city hall briefi,NONE,neutral
2848, PART 2 COMING SOON  SEASON ONE  OUT NOW          Toronto  Canada  Quarantine  TheElephantRoom,NONE,neutral
2849, RT    Midwives don t wear capes  but they are heroes in our eyes   We might be a little biased   Tweet us your story with a,biased,negative
2850, LIVE  Toronto Medical officer of health Dr  Eileen de Villa  Mayor John Tory providing COVID 19 update at city hall,NONE,neutral
2851, RT    Case Western University Health Education Center chosen as alternative medical site during COVID 19 pandemic,NONE,neutral
2852, O Canada nowhere Toronto      I might not have a Benz but I Mercedes  the guy is good,good,positive
2853, RT     Even when you go to Canada  you ll find out there s no where Toronto                             Josh2funny  2020,NONE,neutral
2854, RT    High profile murder investigation badly botched by Toronto police  Initially blown off as murder suicide  Private investigat,"murder,badly,suicide",negative
2855, RT   works  4K 5K CRA employees expected to field 300K Canadians a day calling about the Canada Emergency Response Benefit  CERB   Basic,"works,benefit",positive
2856, RT    Canadians needing financial help to ride out the COVID 29 crisis can apply for a new benefit starting today  The CERB  or Ca,NONE,neutral
